X (cm),Y (cm),Dose
1.954887218045112,-1.654135338345867,9.467534205712156e-08
2.0551378446115294,-1.654135338345867,3.162186396396544e-08
2.155388471177943,-1.654135338345867,9.54610137714886e-09
2.2556390977443606,-1.654135338345867,2.618447136278803e-09
2.3558897243107744,-1.654135338345867,6.576459577396093e-10
2.4561403508771917,-1.654135338345867,1.528676433478199e-10
-2.556390977443609,-1.5538847117794496,1.511699860749573e-10
-2.4561403508771953,-1.5538847117794496,6.926383900806356e-10
-2.355889724310778,-1.5538847117794496,2.977632825500777e-09
-2.2556390977443606,-1.5538847117794496,1.1849241262960136e-08
-2.1553884711779467,-1.5538847117794496,4.3182292127000834e-08
-2.0551378446115294,-1.5538847117794496,1.4300424223518606e-07
-1.9548872180451156,-1.5538847117794496,4.280703686489223e-07
-1.8546365914786982,-1.5538847117794496,1.1541751706227874e-06
-1.7543859649122808,-1.5538847117794496,2.796484497200973e-06
-1.654135338345867,-1.5538847117794496,6.079654133681066e-06
-1.5538847117794496,-1.5538847117794496,1.1847866975680248e-05
-1.4536340852130323,-1.5538847117794496,2.0683091772172518e-05
-1.3533834586466185,-1.5538847117794496,3.233159418281539e-05
-1.253132832080201,-1.5538847117794496,4.524563211817758e-05
-1.1528822055137837,-1.5538847117794496,5.6681396840130033e-05
-1.05263157894737,-1.5538847117794496,6.357512693166743e-05
-0.9523809523809526,-1.5538847117794496,6.387332498216739e-05
-0.8521303258145387,-1.5538847117794496,5.753676026488361e-05
-0.7518796992481214,-1.5538847117794496,4.654497510062605e-05
-0.651629072681704,-1.5538847117794496,3.3900306289255105e-05
-0.5513784461152902,-1.5538847117794496,2.2308547721448868e-05
-0.4511278195488728,-1.5538847117794496,1.3321404504392747e-05
-0.350877192982459,-1.5538847117794496,7.252771839303441e-06
-0.25062656641604164,-1.5538847117794496,3.6266591640642123e-06
-0.15037593984962427,-1.5538847117794496,1.7200039648518177e-06
-0.05012531328321046,-1.5538847117794496,9.287397532333094e-07
0.05012531328320691,-1.5538847117794496,9.287397532332962e-07
0.15037593984962427,-1.5538847117794496,1.7200039648518177e-06
0.2506265664160381,-1.5538847117794496,3.626659164064122e-06
0.35087719298245545,-1.5538847117794496,7.252771839303269e-06
0.4511278195488728,-1.5538847117794496,1.3321404504392745e-05
0.5513784461152866,-1.5538847117794496,2.23085477214485e-05
0.651629072681704,-1.5538847117794496,3.39003062892551e-05
0.7518796992481178,-1.5538847117794496,4.654497510062566e-05
0.8521303258145352,-1.5538847117794496,5.753676026488323e-05
0.9523809523809526,-1.5538847117794496,6.387332498216737e-05
1.0526315789473664,-1.5538847117794496,6.357512693166757e-05
1.1528822055137837,-1.5538847117794496,5.6681396840130033e-05
1.2531328320801975,-1.5538847117794496,4.524563211817807e-05
1.353383458646615,-1.5538847117794496,3.233159418281586e-05
1.4536340852130323,-1.5538847117794496,2.0683091772172515e-05
1.553884711779446,-1.5538847117794496,1.184786697568052e-05
1.6541353383458635,-1.5538847117794496,6.079654133681216e-06
1.7543859649122808,-1.5538847117794496,2.796484497200973e-06
1.8546365914786946,-1.5538847117794496,1.154175170622826e-06
1.954887218045112,-1.5538847117794496,4.2807036864893873e-07
2.0551378446115294,-1.5538847117794496,1.4300424223518606e-07
2.155388471177943,-1.5538847117794496,4.318229212700277e-08
2.2556390977443606,-1.5538847117794496,1.1849241262960134e-08
2.3558897243107744,-1.5538847117794496,2.977632825500918e-09
2.4561403508771917,-1.5538847117794496,6.926383900806713e-10
2.556390977443609,-1.5538847117794496,1.5116998607495733e-10
-2.6566416040100265,-1.4536340852130323,1.2953652838976876e-10
-2.556390977443609,-1.4536340852130323,6.205860133820075e-10
-2.4561403508771953,-1.4536340852130323,2.8323005930511994e-09
-2.355889724310778,-1.4536340852130323,1.2138212168208887e-08
-2.2556390977443606,-1.4536340852130323,4.819105064206992e-08
-2.1553884711779467,-1.4536340852130323,1.7532942147652733e-07
-2.0551378446115294,-1.4536340852130323,5.799399192677791e-07
-1.9548872180451156,-1.4536340852130323,1.734547985072458e-06
-1.8546365914786982,-1.4536340852130323,4.67397936258531e-06
-1.7543859649122808,-1.4536340852130323,1.1319990873440757e-05
-1.654135338345867,-1.4536340852130323,2.460276854888398e-05
-1.5538847117794496,-1.4536340852130323,4.793533582663923e-05
-1.4536340852130323,-1.4536340852130323,8.367082083884015e-05
-1.3533834586466185,-1.4536340852130323,0.00013078663623390966
-1.253132832080201,-1.4536340852130323,0.00018303835763494502
-1.1528822055137837,-1.4536340852130323,0.00022936696422741409
-1.05263157894737,-1.4536340852130323,0.00025745053894933844
-0.9523809523809526,-1.4536340852130323,0.0002590725086790425
-0.8521303258145387,-1.4536340852130323,0.00023413100175903278
-0.7518796992481214,-1.4536340852130323,0.00019057532667629985
-0.651629072681704,-1.4536340852130323,0.00014032900016187208
-0.5513784461152902,-1.4536340852130323,9.401848103892342e-05
-0.4511278195488728,-1.4536340852130323,5.7681621253546313e-05
-0.350877192982459,-1.4536340852130323,3.259145926956976e-05
-0.25062656641604164,-1.4536340852130323,1.7074889135737424e-05
-0.15037593984962427,-1.4536340852130323,8.559389342008255e-06
-0.05012531328321046,-1.4536340852130323,4.886047058951541e-06
0.05012531328320691,-1.4536340852130323,4.886047058951473e-06
0.15037593984962427,-1.4536340852130323,8.559389342008255e-06
0.2506265664160381,-1.4536340852130323,1.7074889135737007e-05
0.35087719298245545,-1.4536340852130323,3.259145926956904e-05
0.4511278195488728,-1.4536340852130323,5.768162125354631e-05
0.5513784461152866,-1.4536340852130323,9.401848103892195e-05
0.651629072681704,-1.4536340852130323,0.00014032900016187205
0.7518796992481178,-1.4536340852130323,0.00019057532667629827
0.8521303258145352,-1.4536340852130323,0.00023413100175903118
0.9523809523809526,-1.4536340852130323,0.0002590725086790425
1.0526315789473664,-1.4536340852130323,0.0002574505389493389
1.1528822055137837,-1.4536340852130323,0.00022936696422741409
1.2531328320801975,-1.4536340852130323,0.00018303835763494694
1.353383458646615,-1.4536340852130323,0.00013078663623391153
1.4536340852130323,-1.4536340852130323,8.367082083884015e-05
1.553884711779446,-1.4536340852130323,4.793533582664025e-05
1.6541353383458635,-1.4536340852130323,2.4602768548884594e-05
1.7543859649122808,-1.4536340852130323,1.1319990873440757e-05
1.8546365914786946,-1.4536340852130323,4.673979362585465e-06
1.954887218045112,-1.4536340852130323,1.7345479850725217e-06
2.0551378446115294,-1.4536340852130323,5.799399192677791e-07
2.155388471177943,-1.4536340852130323,1.753294214765351e-07
2.2556390977443606,-1.4536340852130323,4.819105064206992e-08
2.3558897243107744,-1.4536340852130323,1.2138212168209494e-08
2.4561403508771917,-1.4536340852130323,2.832300593051345e-09
2.556390977443609,-1.4536340852130323,6.205860133820076e-10
2.656641604010023,-1.4536340852130323,1.2953652838977607e-10
-2.6566416040100265,-1.3533834586466185,4.856655046192843e-10
-2.556390977443609,-1.3533834586466185,2.30807631362845e-09
-2.4561403508771953,-1.3533834586466185,1.0460054487666902e-08
-2.355889724310778,-1.3533834586466185,4.457661613303767e-08
-2.2556390977443606,-1.3533834586466185,1.762303310955142e-07
-2.1553884711779467,-1.3533834586466185,6.391988166041083e-07
-2.0551378446115294,-1.3533834586466185,2.109675149126891e-06
-1.9548872180451156,-1.3533834586466185,6.30011565316985e-06
-1.8546365914786982,-1.3533834586466185,1.6958013688921374e-05
-1.7543859649122808,-1.3533834586466185,4.103911165675686e-05
-1.654135338345867,-1.3533834586466185,8.914502130631274e-05
-1.5538847117794496,-1.3533834586466185,0.00017362090106115837
-1.4536340852130323,-1.3533834586466185,0.00030297890983887516
-1.3533834586466185,-1.3533834586466185,0.0004735384488287972
-1.253132832080201,-1.3533834586466185,0.0006627896240008275
-1.1528822055137837,-1.3533834586466185,0.0008309341155729192
-1.05263157894737,-1.3533834586466185,0.0009337895402860025
-0.9523809523809526,-1.3533834586466185,0.0009421480865436482
-0.8521303258145387,-1.3533834586466185,0.0008559805669567383
-0.7518796992481214,-1.3533834586466185,0.0007037177558797328
-0.651629072681704,-1.3533834586466185,0.0005272035115179661
-0.5513784461152902,-1.3533834586466185,0.0003630045729861639
-0.4511278195488728,-1.3533834586466185,0.00023155540782214768
-0.350877192982459,-1.3533834586466185,0.00013749114319960522
-0.25062656641604164,-1.3533834586466185,7.626763011522276e-05
-0.15037593984962427,-1.3533834586466185,4.0672479997365496e-05
-0.05012531328321046,-1.3533834586466185,2.4573736375320157e-05
0.05012531328320691,-1.3533834586466185,2.457373637531988e-05
0.15037593984962427,-1.3533834586466185,4.067247999736549e-05
0.2506265664160381,-1.3533834586466185,7.626763011522106e-05
0.35087719298245545,-1.3533834586466185,0.00013749114319960243
0.4511278195488728,-1.3533834586466185,0.0002315554078221477
0.5513784461152866,-1.3533834586466185,0.0003630045729861585
0.651629072681704,-1.3533834586466185,0.0005272035115179662
0.7518796992481178,-1.3533834586466185,0.0007037177558797266
0.8521303258145352,-1.3533834586466185,0.0008559805669567344
0.9523809523809526,-1.3533834586466185,0.0009421480865436482
1.0526315789473664,-1.3533834586466185,0.000933789540286005
1.1528822055137837,-1.3533834586466185,0.0008309341155729192
1.2531328320801975,-1.3533834586466185,0.000662789624000834
1.353383458646615,-1.3533834586466185,0.00047353844882880346
1.4536340852130323,-1.3533834586466185,0.00030297890983887516
1.553884711779446,-1.3533834586466185,0.00017362090106116203
1.6541353383458635,-1.3533834586466185,8.914502130631495e-05
1.7543859649122808,-1.3533834586466185,4.103911165675686e-05
1.8546365914786946,-1.3533834586466185,1.6958013688921937e-05
1.954887218045112,-1.3533834586466185,6.300115653170082e-06
2.0551378446115294,-1.3533834586466185,2.1096751491268913e-06
2.155388471177943,-1.3533834586466185,6.391988166041369e-07
2.2556390977443606,-1.3533834586466185,1.762303310955142e-07
2.3558897243107744,-1.3533834586466185,4.457661613303989e-08
2.4561403508771917,-1.3533834586466185,1.0460054487667437e-08
2.556390977443609,-1.3533834586466185,2.30807631362845e-09
2.656641604010023,-1.3533834586466185,4.856655046193116e-10
-2.7568922305764403,-1.253132832080201,3.4022360112097624e-10
-2.6566416040100265,-1.253132832080201,1.6579386074182777e-09
-2.556390977443609,-1.253132832080201,7.788580427794314e-09
-2.4561403508771953,-1.253132832080201,3.493606529031573e-08
-2.355889724310778,-1.253132832080201,1.4764447987060983e-07
-2.2556390977443606,-1.253132832080201,5.799959644078108e-07
-2.1553884711779467,-1.253132832080201,2.093899793254012e-06
-2.0551378446115294,-1.253132832080201,6.8878784831441435e-06
-1.9548872180451156,-1.253132832080201,2.052054050653837e-05
-1.8546365914786982,-1.253132832080201,5.51422911887611e-05
-1.7543859649122808,-1.253132832080201,0.00013328715757240616
-1.654135338345867,-1.253132832080201,0.00028927977784646696
-1.5538847117794496,-1.253132832080201,0.0005630728541641379
-1.4536340852130323,-1.253132832080201,0.0009822182628673936
-1.3533834586466185,-1.253132832080201,0.0015348970841479763
-1.253132832080201,-1.253132832080201,0.0021486491896133392
-1.1528822055137837,-1.253132832080201,0.002695702820694598
-1.05263157894737,-1.253132832080201,0.003035027727140858
-0.9523809523809526,-1.253132832080201,0.0030746881478166013
-0.8521303258145387,-1.253132832080201,0.002816303907500846
-0.7518796992481214,-1.253132832080201,0.0023502536335067914
-0.651629072681704,-1.253132832080201,0.0018054646685125484
-0.5513784461152902,-1.253132832080201,0.0012908381080464092
-0.4511278195488728,-1.253132832080201,0.0008654442422334274
-0.350877192982459,-1.253132832080201,0.0005445058705609672
-0.25062656641604164,-1.253132832080201,0.0003209826358416018
-0.15037593984962427,-1.253132832080201,0.0001820345274053013
-0.05012531328321046,-1.253132832080201,0.00011606897445581868
0.05012531328320691,-1.253132832080201,0.00011606897445581744
0.15037593984962427,-1.253132832080201,0.0001820345274053013
0.2506265664160381,-1.253132832080201,0.00032098263584159556
0.35087719298245545,-1.253132832080201,0.0005445058705609571
0.4511278195488728,-1.253132832080201,0.0008654442422334274
0.5513784461152866,-1.253132832080201,0.0012908381080463922
0.651629072681704,-1.253132832080201,0.0018054646685125484
0.7518796992481178,-1.253132832080201,0.0023502536335067727
0.8521303258145352,-1.253132832080201,0.002816303907500833
0.9523809523809526,-1.253132832080201,0.003074688147816601
1.0526315789473664,-1.253132832080201,0.0030350277271408667
